779,2386,145,843,2886,1002,1037.0,3383.0,3434.0,1630.0,3324.0,3135.0,838.0,100.0
780,2386,145,850,2890,1002,1039.0,3381.0,3435.0,1630.0,3322.0,3132.0,838.0,100.0
780,2384,146,850,2886,1001,1040.0,3381.0,3440.0,1630.0,3319.0,3133.0,838.0,100.0
781,2387,148,854,2884,1004,1040.0,3384.0,3446.0,1629.0,3319.0,3133.0,837.0,100.0
780,2385,148,853,2886,1003,1042.0,3386.0,3451.0,1630.0,3324.0,3130.0,837.0,100.0
782,2388,150,853,2890,1005,1042.0,3385.0,3455.0,1628.0,3325.0,3133.0,837.0,100.0
782,2386,152,849,2888,1004,1043.0,3381.0,3459.0,1630.0,3322.0,3132.0,839.0,100.0
783,2386,155,850,2890,1008,1043.0,3385.0,3462.0,1630.0,3319.0,3130.0,839.0,100.0
778,2387,158,849,2884,1008,1043.0,3385.0,3464.0,1628.0,3319.0,3129.0,838.0,100.0
779,2388,155,846,2881,1006,1042.0,3386.0,3463.0,1628.0,3322.0,3128.0,837.0,100.0
775,2389,158,850,2881,1001,1042.0,3384.0,3464.0,1628.0,3319.0,3120.0,838.0,100.0
771,2385,157,851,2882,1005,1043.0,3389.0,3471.0,1628.0,3318.0,3120.0,840.0,100.0
772,2382,158,851,2882,1009,1043.0,3385.0,3472.0,1629.0,3318.0,3119.0,839.0,100.0
770,2380,158,851,2880,1009,1042.0,3385.0,3476.0,1626.0,3317.0,3117.0,839.0,100.0
771,2380,156,854,2880,1013,1043.0,3388.0,3474.0,1624.0,3317.0,3117.0,839.0,100.0
770,2377,154,850,2882,1013,1043.0,3385.0,3475.0,1630.0,3319.0,3115.0,837.0,100.0
770,2375,154,851,2882,1012,1043.0,3388.0,3475.0,1631.0,3318.0,3117.0,838.0,100.0
770,2377,154,852,2882,1017,1043.0,3388.0,3475.0,1628.0,3318.0,3111.0,839.0,100.0
772,2378,156,851,2884,1015,1044.0,3391.0,3478.0,1630.0,3319.0,3111.0,840.0,100.0
772,2375,155,850,2882,1021,1043.0,3385.0,3475.0,1628.0,3317.0,3110.0,840.0,100.0
771,2381,159,848,2882,1026,1044.0,3390.0,3473.0,1624.0,3318.0,3112.0,837.0,100.0
773,2383,160,848,2883,1026,1044.0,3392.0,3473.0,1629.0,3320.0,3114.0,837.0,100.0
774,2382,155,849,2882,1025,1043.0,3389.0,3475.0,1630.0,3316.0,3113.0,838.0,100.0
773,2383,155,847,2882,1026,1042.0,3390.0,3474.0,1629.0,3318.0,3114.0,837.0,100.0
772,2385,154,851,2886,1028,1044.0,3389.0,3475.0,1624.0,3314.0,3116.0,838.0,100.0
773,2386,160,851,2884,1027,1045.0,3389.0,3479.0,1630.0,3318.0,3116.0,838.0,100.0
772,2384,156,851,2884,1028,1044.0,3390.0,3474.0,1629.0,3318.0,3116.0,837.0,100.0
773,2385,155,852,2885,1027,1045.0,3390.0,3475.0,1629.0,3322.0,3119.0,837.0,100.0
772,2384,154,853,2882,1025,1045.0,3388.0,3475.0,1630.0,3316.0,3117.0,837.0,100.0
773,2387,153,852,2885,1018,1046.0,3382.0,3467.0,1627.0,3311.0,3110.0,837.0,100.0
773,2385,154,854,2886,1015,1047.0,3385.0,3474.0,1630.0,3315.0,3113.0,839.0,100.0
773,2383,152,854,2882,1015,1046.0,3388.0,3474.0,1630.0,3314.0,3116.0,838.0,100.0
773,2386,152,854,2882,1002,1046.0,3389.0,3471.0,1630.0,3316.0,3113.0,838.0,100.0
773,2384,150,852,2878,1000,1049.0,3385.0,3467.0,1626.0,3315.0,3110.0,838.0,100.0
774,2382,151,852,2882,997,1050.0,3388.0,3469.0,1626.0,3317.0,3105.0,839.0,100.0
772,2388,151,852,2883,993,1046.0,3388.0,3467.0,1628.0,3318.0,3106.0,837.0,100.0
774,2384,146,854,2882,991,1048.0,3388.0,3471.0,1630.0,3317.0,3101.0,837.0,100.0
773,2385,146,853,2882,989,1050.0,3389.0,3472.0,1629.0,3316.0,3099.0,838.0,100.0
771,2385,147,852,2881,982,1052.0,3391.0,3468.0,1628.0,3319.0,3098.0,836.0,100.0
773,2382,146,854,2882,985,1051.0,3389.0,3472.0,1628.0,3315.0,3094.0,837.0,100.0
774,2387,147,854,2881,981,1052.0,3392.0,3468.0,1625.0,3320.0,3092.0,837.0,100.0
773,2384,147,852,2880,974,1051.0,3390.0,3468.0,1633.0,3322.0,3092.0,837.0,100.0
774,2386,146,853,2882,968,1053.0,3389.0,3471.0,1630.0,3316.0,3085.0,839.0,100.0
774,2384,145,855,2882,965,1051.0,3389.0,3467.0,1630.0,3317.0,3081.0,837.0,100.0
774,2384,142,854,2882,961,1050.0,3385.0,3466.0,1626.0,3317.0,3077.0,839.0,100.0
774,2384,142,854,2882,953,1052.0,3392.0,3472.0,1627.0,3319.0,3082.0,837.0,100.0
774,2383,141,854,2881,950,1052.0,3390.0,3468.0,1624.0,3318.0,3078.0,837.0,100.0
774,2381,140,855,2880,948,1051.0,3388.0,3465.0,1623.0,3314.0,3073.0,838.0,100.0
773,2382,140,856,2879,947,1052.0,3388.0,3470.0,1626.0,3315.0,3073.0,838.0,100.0
774,2383,141,856,2879,946,1049.0,3390.0,3468.0,1627.0,3319.0,3068.0,837.0,100.0
775,2382,140,859,2882,945,1048.0,3391.0,3467.0,1626.0,3317.0,3069.0,837.0,100.0
774,2381,138,853,2880,944,1048.0,3390.0,3467.0,1624.0,3317.0,3070.0,837.0,100.0
775,2384,136,853,2881,938,1049.0,3392.0,3463.0,1621.0,3320.0,3068.0,837.0,100.0
774,2379,139,854,2882,935,1047.0,3389.0,3467.0,1622.0,3316.0,3068.0,837.0,100.0
774,2380,138,853,2883,936,1048.0,3389.0,3466.0,1620.0,3312.0,3065.0,837.0,100.0
774,2381,136,854,2883,937,1048.0,3394.0,3467.0,1621.0,3318.0,3062.0,834.0,100.0
776,2382,138,854,2882,931,1049.0,3389.0,3467.0,1620.0,3316.0,3061.0,837.0,100.0
773,2381,138,854,2880,934,1048.0,3390.0,3462.0,1617.0,3315.0,3058.0,837.0,100.0
774,2383,136,855,2882,933,1048.0,3390.0,3466.0,1618.0,3313.0,3057.0,837.0,100.0
776,2380,137,855,2880,934,1048.0,3389.0,3466.0,1618.0,3313.0,3057.0,837.0,100.0
775,2380,138,856,2882,933,1049.0,3389.0,3467.0,1618.0,3315.0,3060.0,837.0,100.0
776,2380,137,856,2882,932,1051.0,3389.0,3470.0,1620.0,3316.0,3057.0,837.0,100.0
775,2381,139,853,2882,928,1050.0,3392.0,3463.0,1616.0,3315.0,3058.0,836.0,100.0
776,2382,136,857,2882,923,1050.0,3389.0,3466.0,1618.0,3312.0,3056.0,837.0,100.0
775,2381,135,856,2883,929,1050.0,3392.0,3472.0,1617.0,3318.0,3059.0,836.0,100.0
774,2380,133,858,2882,923,1050.0,3389.0,3467.0,1618.0,3314.0,3053.0,837.0,100.0
774,2380,135,858,2882,922,1052.0,3391.0,3473.0,1620.0,3316.0,3053.0,837.0,100.0
777,2383,138,859,2883,928,1050.0,3392.0,3468.0,1616.0,3315.0,3050.0,836.0,100.0
774,2380,138,855,2881,933,1050.0,3392.0,3468.0,1615.0,3316.0,3050.0,836.0,100.0
776,2381,137,857,2884,938,1051.0,3393.0,3472.0,1618.0,3316.0,3052.0,837.0,100.0
775,2380,135,858,2882,937,1056.0,3391.0,3475.0,1620.0,3316.0,3049.0,837.0,100.0
774,2377,137,855,2880,936,1056.0,3391.0,3470.0,1620.0,3314.0,3048.0,836.0,100.0
774,2378,134,855,2882,932,1056.0,3389.0,3470.0,1618.0,3316.0,3044.0,837.0,100.0
774,2377,134,854,2882,940,1056.0,3390.0,3472.0,1618.0,3316.0,3043.0,838.0,100.0
774,2381,133,858,2884,950,1051.0,3389.0,3467.0,1617.0,3312.0,3037.0,837.0,100.0
774,2379,134,854,2888,975,1051.0,3391.0,3467.0,1618.0,3314.0,3037.0,837.0,100.0
772,2381,134,850,2890,997,1048.0,3397.0,3468.0,1616.0,3309.0,3029.0,837.0,100.0
772,2383,126,842,2894,1025,1044.0,3396.0,3467.0,1618.0,3309.0,3037.0,837.0,100.0
770,2381,129,841,2891,1037,1041.0,3397.0,3462.0,1617.0,3312.0,3049.0,837.0,100.0
769,2381,130,838,2894,1037,1032.0,3398.0,3456.0,1616.0,3315.0,3063.0,836.0,100.0
772,2386,133,836,2894,1034,1031.0,3393.0,3446.0,1614.0,3314.0,3077.0,837.0,100.0
772,2386,135,837,2894,1039,1028.0,3396.0,3442.0,1614.0,3315.0,3092.0,836.0,100.0
772,2385,134,836,2892,1045,1028.0,3394.0,3437.0,1613.0,3318.0,3106.0,836.0,100.0
772,2384,132,838,2896,1045,1029.0,3396.0,3438.0,1614.0,3319.0,3113.0,837.0,100.0
772,2386,129,839,2898,1044,1029.0,3393.0,3435.0,1614.0,3317.0,3117.0,837.0,100.0
772,2385,130,841,2896,1045,1028.0,3389.0,3435.0,1614.0,3318.0,3125.0,837.0,100.0
773,2384,131,842,2898,1048,1029.0,3389.0,3437.0,1614.0,3319.0,3133.0,837.0,100.0
773,2388,149,842,2897,1049,1028.0,3392.0,3431.0,1613.0,3323.0,3136.0,834.0,100.0
772,2385,165,844,2894,1049,1029.0,3386.0,3430.0,1610.0,3326.0,3136.0,836.0,100.0
771,2388,164,844,2899,1049,1028.0,3392.0,3431.0,1609.0,3323.0,3136.0,836.0,100.0
773,2384,166,846,2898,1047,1027.0,3389.0,3432.0,1606.0,3324.0,3137.0,836.0,100.0
772,2385,167,846,2899,1047,1028.0,3391.0,3434.0,1608.0,3324.0,3137.0,837.0,100.0
773,2387,168,843,2898,1044,1027.0,3389.0,3434.0,1608.0,3325.0,3137.0,837.0,100.0
772,2388,178,841,2898,1045,1028.0,3390.0,3429.0,1605.0,3328.0,3140.0,836.0,100.0
771,2385,177,842,2896,1040,1029.0,3390.0,3432.0,1607.0,3323.0,3136.0,835.0,100.0
771,2384,174,845,2893,1038,1029.0,3392.0,3435.0,1608.0,3328.0,3136.0,834.0,100.0
772,2385,170,844,2895,1039,1032.0,3392.0,3437.0,1610.0,3329.0,3134.0,836.0,100.0
771,2385,170,848,2898,1046,1031.0,3392.0,3435.0,1607.0,3328.0,3130.0,834.0,100.0
774,2388,170,849,2898,1048,1031.0,3391.0,3438.0,1608.0,3322.0,3129.0,836.0,100.0
772,2385,168,847,2898,1041,1033.0,3391.0,3440.0,1604.0,3320.0,3125.0,836.0,100.0
770,2385,163,844,2893,1038,1032.0,3392.0,3437.0,1607.0,3323.0,3126.0,835.0,100.0
771,2387,153,844,2896,1031,1033.0,3391.0,3443.0,1608.0,3325.0,3124.0,833.0,100.0
772,2386,152,840,2896,1031,1033.0,3389.0,3441.0,1604.0,3322.0,3124.0,837.0,100.0
770,2385,150,838,2894,1033,1035.0,3389.0,3444.0,1607.0,3321.0,3121.0,837.0,100.0
772,2383,154,836,2892,1035,1037.0,3394.0,3444.0,1608.0,3328.0,3118.0,836.0,100.0
772,2380,157,837,2896,1028,1038.0,3393.0,3450.0,1610.0,3323.0,3117.0,835.0,100.0
773,2381,155,834,2895,1025,1039.0,3393.0,3450.0,1610.0,3324.0,3115.0,836.0,100.0
775,2381,152,833,2896,1025,1039.0,3393.0,3450.0,1609.0,3324.0,3113.0,835.0,100.0
778,2384,153,833,2896,1025,1040.0,3395.0,3447.0,1608.0,3322.0,3108.0,836.0,100.0
776,2380,153,837,2898,1029,1039.0,3396.0,3451.0,1610.0,3319.0,3105.0,835.0,100.0
775,2383,153,838,2896,1028,1039.0,3393.0,3451.0,1606.0,3319.0,3105.0,833.0,100.0
772,2383,152,838,2896,1027,1039.0,3395.0,3452.0,1609.0,3322.0,3101.0,836.0,100.0
776,2382,166,841,2898,1023,1039.0,3391.0,3450.0,1608.0,3315.0,3098.0,836.0,100.0
778,2381,179,842,2899,1026,1041.0,3397.0,3455.0,1611.0,3319.0,3097.0,835.0,100.0
775,2383,178,843,2900,1025,1040.0,3397.0,3455.0,1610.0,3317.0,3093.0,836.0,100.0
776,2384,180,843,2900,1029,1040.0,3391.0,3450.0,1610.0,3317.0,3093.0,836.0,100.0
774,2383,181,843,2902,1033,1041.0,3397.0,3459.0,1612.0,3324.0,3100.0,834.0,100.0
775,2384,179,845,2902,1034,1041.0,3393.0,3454.0,1610.0,3314.0,3097.0,837.0,100.0
775,2384,179,843,2902,1035,1041.0,3396.0,3454.0,1610.0,3317.0,3100.0,833.0,100.0
776,2385,175,843,2902,1036,1041.0,3393.0,3454.0,1610.0,3318.0,3097.0,836.0,100.0
776,2385,176,844,2901,1038,1041.0,3398.0,3454.0,1607.0,3321.0,3098.0,834.0,100.0
777,2387,175,844,2902,1034,1042.0,3398.0,3452.0,1605.0,3322.0,3102.0,834.0,100.0
779,2387,180,846,2904,1037,1041.0,3396.0,3455.0,1612.0,3321.0,3100.0,833.0,100.0
777,2388,185,846,2901,1035,1043.0,3398.0,3455.0,1610.0,3321.0,3098.0,833.0,100.0
780,2388,185,844,2902,1032,1043.0,3391.0,3455.0,1612.0,3317.0,3101.0,836.0,100.0
780,2386,184,845,2900,1029,1042.0,3396.0,3454.0,1610.0,3317.0,3100.0,836.0,100.0
779,2388,185,845,2898,1022,1041.0,3393.0,3455.0,1610.0,3321.0,3104.0,833.0,100.0
781,2387,184,844,2901,1025,1042.0,3392.0,3447.0,1607.0,3322.0,3102.0,834.0,100.0
780,2387,182,846,2902,1021,1043.0,3397.0,3458.0,1610.0,3319.0,3105.0,833.0,100.0
780,2389,181,844,2902,1024,1043.0,3396.0,3455.0,1609.0,3323.0,3102.0,833.0,100.0
780,2388,178,846,2900,1010,1043.0,3396.0,3454.0,1610.0,3322.0,3101.0,833.0,100.0
779,2386,179,846,2898,1015,1043.0,3393.0,3455.0,1612.0,3319.0,3096.0,833.0,100.0
780,2387,176,842,2898,1015,1047.0,3393.0,3456.0,1612.0,3319.0,3093.0,833.0,100.0
781,2389,177,844,2897,1018,1045.0,3398.0,3453.0,1610.0,3321.0,3092.0,834.0,100.0
781,2389,175,846,2898,1014,1043.0,3396.0,3455.0,1612.0,3316.0,3089.0,833.0,100.0
780,2391,177,846,2898,1021,1044.0,3398.0,3455.0,1612.0,3322.0,3088.0,835.0,100.0
783,2389,173,847,2898,1024,1046.0,3397.0,3458.0,1614.0,3319.0,3088.0,834.0,100.0
782,2391,173,845,2898,1024,1040.0,3394.0,3455.0,1612.0,3322.0,3088.0,833.0,100.0
782,2391,172,847,2898,1009,1045.0,3396.0,3459.0,1614.0,3320.0,3084.0,836.0,100.0
783,2390,173,846,2894,1004,1043.0,3391.0,3459.0,1612.0,3319.0,3081.0,834.0,100.0
782,2391,168,847,2898,1010,1043.0,3397.0,3459.0,1612.0,3318.0,3077.0,836.0,100.0
782,2389,165,846,2897,1015,1044.0,3398.0,3457.0,1612.0,3322.0,3076.0,834.0,100.0
782,2389,171,847,2898,1011,1044.0,3397.0,3463.0,1614.0,3319.0,3073.0,835.0,100.0
782,2391,168,846,2899,1013,1044.0,3400.0,3460.0,1612.0,3322.0,3070.0,834.0,100.0
782,2386,170,848,2899,1016,1046.0,3400.0,3464.0,1612.0,3319.0,3068.0,834.0,100.0
782,2389,163,849,2902,1019,1045.0,3400.0,3465.0,1614.0,3316.0,3063.0,834.0,100.0
782,2385,165,846,2897,1020,1046.0,3398.0,3462.0,1615.0,3322.0,3066.0,833.0,100.0
784,2386,169,848,2898,1017,1048.0,3401.0,3466.0,1614.0,3319.0,3061.0,834.0,100.0
782,2382,168,848,2898,1014,1047.0,3397.0,3467.0,1612.0,3316.0,3060.0,833.0,100.0
784,2384,166,849,2896,1012,1050.0,3401.0,3466.0,1611.0,3318.0,3060.0,833.0,100.0
784,2385,164,848,2895,1008,1048.0,3399.0,3463.0,1611.0,3322.0,3056.0,833.0,100.0
784,2384,166,849,2898,1007,1048.0,3399.0,3467.0,1612.0,3317.0,3053.0,833.0,100.0
783,2381,169,847,2898,1004,1049.0,3396.0,3463.0,1610.0,3315.0,3049.0,833.0,100.0
784,2383,170,846,2902,1007,1050.0,3402.0,3463.0,1610.0,3322.0,3047.0,833.0,100.0
785,2381,169,846,2901,1005,1049.0,3402.0,3466.0,1609.0,3320.0,3048.0,831.0,100.0
787,2386,168,847,2900,1005,1048.0,3397.0,3466.0,1610.0,3318.0,3049.0,833.0,100.0
788,2389,167,847,2901,1011,1048.0,3398.0,3463.0,1609.0,3320.0,3047.0,833.0,100.0
788,2385,161,848,2902,1009,1049.0,3401.0,3467.0,1612.0,3319.0,3048.0,833.0,100.0
787,2385,162,847,2900,1006,1048.0,3402.0,3463.0,1609.0,3320.0,3048.0,835.0,100.0
787,2386,165,846,2899,1004,1049.0,3397.0,3467.0,1612.0,3316.0,3049.0,833.0,100.0
786,2385,168,848,2902,1005,1050.0,3401.0,3471.0,1612.0,3318.0,3045.0,834.0,100.0
786,2385,168,849,2903,1009,1050.0,3400.0,3472.0,1612.0,3317.0,3044.0,833.0,100.0
787,2388,170,846,2901,1009,1049.0,3404.0,3472.0,1613.0,3322.0,3046.0,831.0,100.0
790,2385,171,846,2901,1011,1049.0,3404.0,3472.0,1611.0,3322.0,3043.0,833.0,100.0
788,2385,172,850,2903,1009,1051.0,3401.0,3472.0,1614.0,3318.0,3044.0,833.0,100.0
786,2386,172,850,2904,1007,1051.0,3401.0,3473.0,1612.0,3316.0,3041.0,833.0,100.0
786,2385,172,851,2902,1004,1051.0,3400.0,3475.0,1612.0,3317.0,3041.0,833.0,100.0
786,2386,175,850,2902,989,1051.0,3401.0,3474.0,1612.0,3319.0,3040.0,833.0,100.0
786,2385,173,851,2900,1003,1052.0,3402.0,3472.0,1612.0,3322.0,3038.0,832.0,100.0
786,2385,170,850,2902,1003,1052.0,3402.0,3474.0,1611.0,3322.0,3038.0,833.0,100.0
788,2385,172,848,2901,1006,1052.0,3402.0,3473.0,1612.0,3322.0,3036.0,833.0,100.0
786,2385,172,850,2899,1006,1052.0,3399.0,3473.0,1612.0,3320.0,3032.0,833.0,100.0
788,2386,172,851,2902,1015,1051.0,3397.0,3475.0,1612.0,3319.0,3027.0,832.0,100.0
786,2385,175,852,2906,1022,1053.0,3401.0,3478.0,1614.0,3316.0,3017.0,833.0,100.0
788,2389,177,850,2903,1037,1051.0,3404.0,3470.0,1611.0,3318.0,3020.0,834.0,100.0
788,2387,177,848,2909,1030,1050.0,3404.0,3470.0,1611.0,3320.0,3022.0,831.0,100.0
788,2387,178,847,2910,1055,1042.0,3405.0,3471.0,1608.0,3317.0,3021.0,833.0,100.0
787,2388,179,842,2907,1066,1040.0,3405.0,3467.0,1601.0,3320.0,3030.0,833.0,100.0
786,2385,177,845,2906,1071,1035.0,3405.0,3465.0,1596.0,3317.0,3036.0,833.0,100.0
786,2390,177,849,2908,1077,1034.0,3404.0,3455.0,1594.0,3315.0,3045.0,833.0,100.0
786,2391,182,847,2909,1083,1036.0,3406.0,3452.0,1593.0,3322.0,3058.0,833.0,100.0
788,2393,180,850,2910,1081,1038.0,3404.0,3451.0,1594.0,3319.0,3079.0,833.0,100.0
790,2391,182,853,2911,1086,1038.0,3401.0,3451.0,1596.0,3319.0,3097.0,833.0,100.0
790,2391,176,854,2911,1088,1037.0,3403.0,3451.0,1600.0,3325.0,3104.0,833.0,100.0
790,2393,175,854,2914,1094,1039.0,3404.0,3447.0,1591.0,3326.0,3116.0,833.0,100.0
788,2393,176,856,2912,1094,1038.0,3404.0,3447.0,1596.0,3330.0,3122.0,831.0,100.0
789,2393,171,857,2914,1092,1038.0,3401.0,3448.0,1594.0,3325.0,3124.0,833.0,100.0
790,2394,169,856,2914,1092,1039.0,3400.0,3443.0,1595.0,3324.0,3121.0,835.0,100.0
790,2393,169,856,2914,1090,1036.0,3401.0,3446.0,1588.0,3325.0,3127.0,833.0,100.0
789,2389,168,855,2910,1088,1035.0,3396.0,3442.0,1584.0,3327.0,3129.0,833.0,100.0
788,2390,164,857,2911,1089,1036.0,3396.0,3443.0,1584.0,3327.0,3129.0,833.0,100.0
789,2394,166,856,2911,1090,1037.0,3398.0,3441.0,1585.0,3328.0,3130.0,833.0,100.0
790,2391,163,857,2911,1092,1038.0,3400.0,3446.0,1588.0,3326.0,3129.0,833.0,100.0
789,2391,161,856,2911,1092,1040.0,3401.0,3451.0,1582.0,3327.0,3129.0,833.0,100.0
789,2393,164,856,2912,1093,1040.0,3402.0,3447.0,1587.0,3330.0,3130.0,833.0,100.0
791,2393,160,857,2914,1089,1041.0,3401.0,3450.0,1590.0,3325.0,3124.0,834.0,100.0
790,2391,158,857,2914,1088,1040.0,3402.0,3452.0,1586.0,3327.0,3125.0,833.0,100.0
790,2391,160,856,2916,1089,1039.0,3404.0,3450.0,1588.0,3326.0,3121.0,832.0,100.0
789,2393,164,859,2916,1088,1040.0,3406.0,3447.0,1589.0,3334.0,3122.0,833.0,100.0
790,2389,162,858,2911,1081,1039.0,3401.0,3451.0,1588.0,3328.0,3121.0,832.0,100.0
789,2395,163,856,2911,1082,1040.0,3402.0,3447.0,1589.0,3330.0,3120.0,833.0,100.0
789,2393,166,859,2914,1080,1040.0,3401.0,3454.0,1592.0,3327.0,3113.0,833.0,100.0
791,2396,162,861,2911,1079,1041.0,3400.0,3455.0,1594.0,3325.0,3116.0,833.0,100.0
792,2396,164,859,2910,1073,1042.0,3400.0,3461.0,1596.0,3328.0,3121.0,831.0,100.0
